1.386294	0.463911
2.079442	0.913201
2.772589	1.267110
3.465736	1.659697
4.158883	2.030876
4.852030	2.371634
5.545177	2.743713
6.238325	3.075891
6.931472	3.393036
7.624619	3.756035
8.317766	4.121351
9.010913	4.447467
9.704061	4.735867
10.397208	5.118715
11.090355	5.448579
