1.386294	4.353787
2.079442	4.613463
2.772589	4.162576
3.465736	5.240642
4.158883	5.032200
4.852030	6.607038
5.545177	6.428380
6.238325	6.659046
6.931472	8.198285
7.624619	8.486022
8.317766	8.897242
9.010913	9.658911
9.704061	-nan(ind)
10.397208	-nan(ind)
11.090355	-nan(ind)
